ID	Name	MaxLevel	MaxExpandLevel	Faction	Route	RoutePlace	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
1971	Npc dïng §¶ CÈu C«n Ph¸p (Tö 12)	20							1	3	2	0	1	-1	0		0	0	0	0					1972	1	147	1					4	1	2					456	9999	1		100			1	\script\skill\Ø¤°ïÎÛÒÂ\´ò¹·¹÷Õó(×Ó12).lua												
1972	Npc dïng §¶ CÈu C«n Ph¸p (Tö 13)	20							1	3	1		1	-1	0		0	0	0	0					1973	17	148	1					1		2					6	9999	1		100			1	\script\skill\Ø¤°ïÎÛÒÂ\´ò¹·¹÷Õó(×Ó13).lua												
1973	Npc dïng §¶ CÈu C«n Ph¸p (Tö 14)	20							1	3	2	0	1	-1	0		0	0	0	0							147	1					4	1	2					456	9999	1		100			1	\script\skill\Ø¤°ïÎÛÒÂ\´ò¹·¹÷Õó(×Ó14).lua												
1974	Npc dïng Liªn Hoµn Toµn Long Th­¬ng	20							20	3	2	0	1	-1	0		0	0	0	0					1975	1		6												456	999	6,15	186	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁ¬»·×êÁúÇ¹.lua		skill_interrupt_rate	-500									
1975	Npc dïng miÔn dŞch Liªn Hoµn Toµn Long Th­¬ng	20							2	3	1		0	-1	0		0	0	0	0								1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁ¬»·×êÁúÇ¹ÃâÒß.lua												
1976	Npc dïng B¸ V­¬ng T­êng Ph­îng TiÔn	20							1	3	2	0	1	-1	0		0	0	0	0							158	54					1		2					456	9999	1	63	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ°ÔÍõÏè·ï¼ı.lua		skill_interrupt_rate	-500									
1977	Npc dïng B¸ V­¬ng T­êng Ph­îng TiÔn Mao	20							1	3	2	0	1	-1	0		0	0	0	0							159	1					3		2		2			456	9999	1	18	100			8	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ°ÔÍõÏè·ï¼ıÓğÃ«.lua												
1978	Npc dïng V« Cùc Phong L«i QuyÕt	20							20	7	2	2	1	-1	0		0	0	0	0					1979	2		1												456	9999	15	108	-100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÎŞ¼«·çÀ×¾÷.lua		skill_interrupt_rate	-500									
1979	Npc dïng miÔn dŞch V« Cùc Phong L«i QuyÕt	20							2	3	1		0	-1	0		0	0	0	0								1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÎŞ¼«·çÀ×¾÷ÃâÒß.lua		skill_interrupt_rate	-500									
1980	Npc dïng Cµn Kh«n §¹i Na Di	20							2	3	0		0	-1	0		0	0	0	0					1981	1		1												2	9999	1	90	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÇ¬À¤´óÅ²ÒÆ.lua		skill_interrupt_rate	-55									
1981	Npc dïng Cµn Kh«n §¹i Na Di (Tö)	20							1	3	2	2	1	-1	0		0	0	0	0							449	1					1	0	2		17			456	9999	1		100			5	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÇ¬À¤´óÅ²ÒÆ(×Ó).lua												
1982	Npc dïng Quang Minh Ngò Hµnh TrËn	20							1	3	2	2	2	-1	0		0	0	0	0					1983	1	457	6					1	0	2		17			456	9999	1	90	100			5	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¹âÃ÷ÎåĞĞÕó.lua		skill_interrupt_rate	-55									
1983	Npc dïng Quang Minh Ngò Hµnh TrËn (Tö)	20							1	3	1		1	-1	0		0	0	0	0					1984	1	458	1					1	0	2					6	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¹âÃ÷ÎåĞĞÕó(×Ó).lua												
1984	Npc dïng miÔn dŞch Quang Minh Ngò Hµnh TrËn	20							2	3	0		1	-1	0		0	0	0	0								1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¹âÃ÷ÎåĞĞÕóÃâÒß.lua												
1985	Npc dïng Hµn B¨ng Miªn Ch­ëng	20							1	7	2	2	1	-1	0		0	0	0	0					1986	1	473	9					2		3		8			456	9999	1	90	100			4	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃº®±ùÃàÕÆ.lua		skill_interrupt_rate	-55									
1986	Npc dïng miÔn dŞch Hµn B¨ng Miªn Ch­ëng	20							2	7	1		0	-1	0		0	0	0	0					1987	56		1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃº®±ùÃàÕÆÃâÒß.lua												
1987	Npc dïng Hµn B¨ng Miªn Ch­ëng (Nhá)	20							1	7	2	2	1	-1	0		0	0	0	0							473	1					2		5		0			456	9999	1		100			5	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃº®±ùÃàÕÆ(×Ó).lua												
1988	Npc dïng Loan Phông Cöu Thiªn	20							10	7	1		1	-1	0	30	0	0	0	0					1989	1	467	18					1		2					456	9999	1	180	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃğ½·ï¾ÅÌì.lua		skill_interrupt_rate	-500									
1989	Npc dïng miÔn dŞch Loan Phông Cöu Thiªn	20							2	3	1		0	-1	0		0	0	0	0					1990	1		1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃğ½·ï¾ÅÌìÃâÒß.lua												
1990	Npc dïng Loan Phông Cöu Thiªn (Nhá)	20							10	7	1	0	1	-1	0	30	0	0	0	0					1990	17	467	18					1		2					456	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃğ½·ï¾ÅÌì(×Ó).lua												
1991	Npc dïng V« Th­îng Th¸i Cùc KiÕm	20							1	7	2	1	1	-1	0		0	0	0	0					1992	1	149	66					0		6		6			456	9999	1	182	100			90	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÎŞÉÏÌ«¼«½£.lua		skill_interrupt_rate	-500									
1992	Npc dïng miÔn dŞch V« Th­îng Th¸i Cùc KiÕm	20							2	7	1		0	-1	0		0	0	0	0					1993	48		1												2	9999	1		100				\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£ÃâÒß.lua												
1993	Npc dïng V« Th­îng Th¸i Cùc KiÕm (Tö 1)	20							1	7	2	1	1	-1	0		0	0	0	0					1994	1	150	8					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó1).lua												
1994	Npc dïng V« Th­îng Th¸i Cùc KiÕm (Tö 2)	20							1	7	2	1	1	-1	0		0	0	0	0					1995	1	151	4					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó2).lua												
1995	Npc dïng V« Th­îng Th¸i Cùc KiÕm (Tö 3)	20							1	7	2	1	1	-1	0		0	0	0	0					1996	1	152	9					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó3).lua												
1996	Npc dïng V« Th­îng Th¸i Cùc KiÕm (Tö 4)	20							1	7	2	1	1	-1	0		0	0	0	0					1997	1	153	11					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó4).lua												
1997	Npc dïng V« Th­îng Th¸i Cùc KiÕm (Tö 5)	20							1	7	2	1	1	-1	0		0	0	0	0							154	16					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó5).lua												
1998	Npc dïng Th¸i Cùc ThÇn C«ng	20							1	3	2	0	1	-1	0		0	0	0	0					1999	62	155	54					2		5					456	9999	1	109	100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌ«¼«Éñ¹¦.lua		skill_interrupt_rate	-500									
1999	Npc dïng Th¸i Cùc ThÇn C«ng (Tö 1)	20							1	3	2	0	1	-1	0		0	0	0	0					2029	9	155	1					2		5					456	9999	1		100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌ«¼«Éñ¹¦(×Ó1).lua												
2000	Npc dïng Kim Chung Tr¸o	10							2	10	0		0	-1	0		0	0	0	0								36												2	9999	1	37	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ½ğÖÓÕÖ.lua												
2001	Npc dïng Phôc Hæ Khİ C«ng	7							1	4	2	1	2	-1	0		0	0	0	0							4	18					1		2		2			456	9999	1	19	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ·ü»¢Æø¹¦.lua												
2002	Npc dïng Quan ¢m QuyÕt	6							2	12	2	1	0	-1	0		0	0	0	0								18												270	9999	1	19	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¹ÛÒô¾÷.lua												
2003	Npc dïng TÜnh D¹ T­	6							10	9	2		1	-1	0		0	0	0	0					2004	18	81	18					1		2					456	9999	1	270	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¾²Ò¹Ë¼.lua												
2004	Npc dïng TÜnh D¹ T­ (Tö)	6							10	9	2		1	-1	0		0	0	0	0					2004	18	81	18					1		2					456	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¾²Ò¹Ë¼(×Ó).lua												
2005	Npc dïng Yªu Cæ	7							2	17	0		0	-1	0		0	0	0	0								18			2	1								6	9999	1	23	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÑı¹Æ.lua												
2006	Npc dïng khinh c«ng								7				1		1		1																							2	9999		8	30	8	20														
2007	Npc dïng Táa HÇu CÇm N· Thñ	7							1	9	3		0	-1	0		0	0	0	0							90	5					1	1	2	4			1	456	9999	1	13	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃËøºíÇÜÄÃÊÖ.lua												
2008	Npc dïng Quı Thiªn §¹i H¹p C«n	10							1	2	2	0	2	-1	0		0	0	0	0							106	12					1	1	2					456	9999	1	18	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃŞñÌì´óãØ¹÷.lua												
2009	Npc dïng D­¬ng Gia Ph¸ Phong Th­¬ng	7							1	0	2	0	2	-1	0		0	0	0	0					2010	26	400	3					1	1	2		3			456	9999	1	45	100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÑî¼ÒÆÆ·çÇ¹.lua												
2010	Npc dïng D­¬ng Gia Ph¸ Phong Th­¬ng (Tö)	7							1	0	2	0	2	-1	0		0	0	0	0							400	1					1	1	2		12			456	9999	1		100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÑî¼ÒÆÆ·çÇ¹(×Ó).lua												
2011	Npc dïng Bİch NguyÖt Phi Tinh Th­¬ng	7							20	2	2	0	1	-1	0		0	0	0	0		2012						1												456	9999	3	54	-100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ±ÌÔÂ·ÉĞÇÇ¹.lua												
2012	Npc dïng Bİch NguyÖt Phi Tinh Th­¬ng (Tö)	7							1	2	2	0	1	-1	0		0	0	0	0							411	6					1		2					456	9999	1	18	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ±ÌÔÂ·ÉĞÇÇ¹(×Ó).lua												
2013	NPC sö dông Thiªn L«i Phï	7							1	5	2	1	2	-1	0		0	0	0	0							431	22					1		2		3			456	9999	1	36	100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌìÀ×·û.lua												
2014	Npc dïng Oanh L«i Phï	6							1	5	2	1	2	-1	0		0	0	0	0							434	10					1	1	2					456	9999	1	28	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃºäÀ×·û.lua												
2015	Npc dïng LiÖt Diªm Tr¶m	7							1	1	2	0	0	-1	0		0	0	0	0					2016	10	442	6					1	1	2		5			456	144	1	27	150			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁÒì¾Õ¶.lua												
2016	Npc dïng LiÖt Diªm Tr¶m (Tö)	7							1	1	2	0	2	-1	0		0	0	0	0							442	1					1	1	2		5			456	144	1		150			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁÒì¾Õ¶(×Ó).lua												
2017	Npc dïng Ng­ng Háa Bİch	7							2	10	1		0	-1	0		0	0	0	0								3												2	9999	1	18	150				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÄı»ğèµ.lua												
2018	Npc dïng B¹o S¸t K×nh	7							1	2	2	0	2	-1	0		0	0	0	0					2019	9	448	10					1	1	2					456	9999	1	18	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ±©É±¾¢.lua												
2019	Npc dïng B¹o S¸t K×nh (Tö)	7							2	11	2		0	-1	0		0	0	0	0								1												2	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ±©É±¾¢(×Ó).lua												
2020	Npc dïng Cµn Kh«n NghŞch ChuyÓn	7							2	9	1		0	-1	0		0	0	0	0								9												64	9999	1	27	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÇ¬À¤Äæ×ª.lua												
2021	Npc dïng Kim Táa TrËn	7							28	2	2	0	1	-1	0		0	0	0	0							450	24					1	3	2					456	9999	1	36	200			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ½ğËøÕó.lua												
2022	Npc dïng §o¹n Cèt Tr¶o	8							1	4	2	1	2	-1	0		0	0	0	0					2023	6	469	3					1	1	2		3			456	144	1	18	75			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¶Ï¹Ç×¦.lua												
2023	Npc dïng §o¹n Cèt Tr¶o (Tö)	8							1	4	2	1	2	-1	0		0	0	0	0							469	3					1	1	2		3			456	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¶Ï¹Ç×¦(×Ó).lua												
2024	Npc dïng Truy Hån Än	7							2	9	1		0	-1	0		0	0	0	0								34												456	600	1	36	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ×·»êÓ¡.lua												
2025	Npc dïng Linh Miªu VËn	7							10	0	2	0	1	-1	0	30	0	0	0	0					2026	9	461	9					1		2					456	9999	1	90	50			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁéÃ¨ÔÏ.lua												
2026	Npc dïng Linh Miªu VËn (Nhá)	7							10	0	2	0	1	-1	0	30	0	0	0	0					2026	9	461	9					1		2					456	9999	1		50			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁéÃ¨ÔÏ(×Ó).lua												
2027	Npc dïng Thiªn Háa DiÔm D­¬ng	7							10	8	2	0	1	-1	0	30	0	0	0	0					2028	18	465	18					1		2					6	9999	1	90	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌì»ğÑŞÑô.lua												
2028	Npc dïng Thiªn Háa DiÔm D­¬ng (Nhá)	7							10	8	2	0	1	-1	0	30	0	0	0	0					2028	18	465	18					1		2					6	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌì»ğÑŞÑô(×Ó).lua												
2029	Npc dïng Th¸i Cùc ThÇn C«ng (Tö 2)	20							1	3	2	0	1	-1	0		0	0	0	0					2030	9	155	1					2		5					456	9999	1		100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌ«¼«Éñ¹¦(×Ó2).lua												
2030	Npc dïng Th¸i Cùc ThÇn C«ng (Tö 3)	20							1	3	2	0	1	-1	0		0	0	0	0							155	1					2		5					456	9999	1		100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌ«¼«Éñ¹¦(×Ó3).lua												
2031	Npc dïng Th¸i Cùc ThÇn C«ng Tø T­îng	20							1	3	2	0	1	-1	0		0	0	0	0							156	1					3		0					456	9999	1		100			4	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌ«¼«Éñ¹¦ËÄÏó.lua												
2032	Npc dïng Th¸i Cùc ThÇn C«ng B¸t Qu¸i	20							1	3	2	0	1	-1	0		0	0	0	0							157	1					3		0					456	9999	1		100			8	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌ«¼«Éñ¹¦°ËØÔ.lua												
2033	Npc dïng Thiªn La §Şa Vâng	10							8	13	1		1	-1	0		0	0	0	0							96	18					1	1	2					456	9999	1	19	-100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌìÂŞµØÍø.lua												
2034	Npc dïng Thiªn La §Şa Vâng	10							19	13	2		1	-1	0		0	0	0	0								1					3		2						9999	1	3	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌìÂŞµØÍø(ÕĞ).lua												
2035	Npc dïng Cµn Kh«n QuyÕt	6							20	2	2		1	-1	0		0	0	0	0		2036						6												456	9999	1	54	-100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÇ¬À¤¾÷.lua												
2036	Npc dïng Cµn Kh«n QuyÕt (Tö)	6							1	2	2		2	-1	0		0	0	0	0					2037	12	93	5					1		2		3			456	9999	1	15	100			2	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÇ¬À¤¾÷(×Ó).lua												
2037	Npc dïng Cµn Kh«n QuyÕt (NhŞ Tö)	6							1	2	2		2	-1	0		0	0	0	0							94	1					1		2					456	9999	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÇ¬À¤¾÷(×Ó×Ó).lua												
2038	Npc dïng NgÊt ®i	1							2	8	1		0	-1	0		0	0	0	0																				2	9999	1	1800	100				\script\skill\Íâ´«ĞÂÔö\Ì«Ò»Ëş\óïŞÈÎŞµĞ.lua												
2039	Npc dïng Ngê vùc	1							2	8	1		0	-1	0		0	0	0	0																				2	9999	1	54	100				\script\skill\Íâ´«ĞÂÔö\Ì«Ò»Ëş\óïŞÈÎŞµĞ.lua												
2040	Npc dïng Vç tay	1							2	8	1		0	-1	0		0	0	0	0																				2	9999	1	54	100				\script\skill\Íâ´«ĞÂÔö\Ì«Ò»Ëş\óïŞÈÎŞµĞ.lua												
2041	Npc dïng ChiÕn th¾ng	1							2	8	1		0	-1	0		0	0	0	0																				2	9999	1	54	100				\script\skill\Íâ´«ĞÂÔö\Ì«Ò»Ëş\óïŞÈÎŞµĞ.lua												
2042	Npc dïng Mª Tung ThuÊn Bé	10							2	10	2		0	-1	0		0	0	0	0						4		6												460	600	1	7	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÃÔ×ÙË²²½.lua												
2043	Npc dïng Linh Lung Thİch	1							1	1	1		0	-1	0		0	0	0	0						15	525	16					1		2					456	160	1	18	150			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁáçç´Ì.lua												
2044	Npc dïng To¸i Méng B¨ng	1							1	2	1		0	-1	0		0	0	0	0					2045	1														456	160	1	27	150				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÉ±ÒâÏûºÄ.lua												
2045	Npc dïng To¸i Méng B¨ng (Tö)	1							1	2	1		0	-1	0		0	0	0	0							525	23					1		2					456	160	1		100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃËéÃÎ±À(×Ó).lua												
2046	Npc dïng S¸t ı	1							2	8	1		0	-1	0		0	0	0	0								35												2	9999	1	36	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÉ±Òâ.lua												
2047	Npc dïng Kinh Hång §o¹n	1							2	1	1		0	-1	0		0	0	0	0					2048	5		8												456	160	1	9	150				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¾ªºè¶Ï.lua												
2048	Npc dïng Kinh Hång §o¹n (Tö)	1							2	1	1		0	-1	0		0	0	0	0								1												456	160	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¾ªºè¶Ï(×Ó).lua												
2049	Npc dïng Hçn §én §Êu Ph¸ch	1							2	8	1		0	-1	0		0	0	0	0								1												2	9999	1	2	200				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ»ìãç¶·ÆÇ.lua												
2050	Npc dïng Yªn Vò Mª Li	1							1	2	1		1	-1	0		0	0	0	0					2051	1	527	5					3		4		2			456	600	1	54	100			24	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÉ±ÒâÏûºÄ.lua												
2051	Npc dïng Yªn Vò Mª Li (Tö)	1							1	2	1		1	-1	0		0	0	0	0							528	4					1		2		8			456	600	1		100			6	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÑÌÓêÃÔÀë(×Ó).lua												
2052	Npc dïng LuyÖn KiÕm-Thiªn Minh	1							2	8	1		0	-1	0		0	0	0	0								17												2	9999	1	18	125				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁ¶½£-ÌìÚ¤.lua					10							
2053	Npc dïng Thiªn Minh tÊn c«ng	1							2	5	1	1	2	-1	0		0	0	0	0								1												456	9999	1	2	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌìÚ¤¹¥»÷.lua												
2054	Npc dïng LuyÖn KiÕm-Thiªn Minh (Linh KiÕm)	1							2	8	1		0	-1	0		0	0	0	0								1												2	9999	1	2	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁ¶½£buff.lua												
2055	Npc dïng Thiªn Phong Trôy	10							28	2	2		1	-1	0		0	0	0	0							537	15					1	3	2					456	600	1	18	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÌì·æ×¹.lua												
2056	Npc dïng Thiªn Phong Trôy (Linh KiÕm)	10							1	2	1		1	-1	0		0	0	0	0							538	1					1		2					456	9999	1	2	100			1	\script\skill\À¥ÂØ½£×ğ\Ìì·æ×¹(Áé½£).lua												
2057	Npc dïng LuyÖn KiÕm-Sİ Hµn	1							2	8	1		0	-1	0		0	0	0	0								17												2	9999	1	18	125				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁ¶½£-³ãº®.lua												
2058	Npc dïng LuyÖn KiÕm-Sİ Hµn (Linh KiÕm)	1							2	8	1		0	-1	0		0	0	0	0								1												2	9999	1	2	100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÁ¶½£buff.lua												
2059	Npc dïng Nh©n KiÕm Hîp NhÊt	1							3	15	1		0	-1	0		0	0	0	0																				2								\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÈË½£ºÏÒ».lua												
2060	Npc dïng Nh©n KiÕm Hîp NhÊt tÊn c«ng	1							0	1	2		0	-1	0		0	0	0	0					2061	1	530	5					1	0	2					456	160	1	17	150			1	\script\skill\ÆÕÍ¨¹¥»÷\ÆÕÍ¨¹¥»÷.lua												
2061	Npc dïng Nh©n KiÕm Hîp NhÊt (Linh KiÕm)	1							0	1	2	1	0	-1	0		0	0	0	0							530	8					1	0	2					456	160	1	17	150			1	\script\skill\ÆÕÍ¨¹¥»÷\ÆÕÍ¨¹¥»÷.lua												
2062	Npc dïng Nh©n KiÕm Hîp NhÊt (Tö)	1							2	8	1		0	-1	0		0	0	0	0								1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃÈË½£ºÏÒ»(×Ó).lua												
2063	Npc dïng Tµn V©n KiÕm Canh	1							1	1	1		0	-1	0		0	0	0	0					2064	1	529	9					1	1	2		2			456	160	1	18	125			3	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ²ĞÔÆ½£î¸.lua												
2064	Npc dïng Tµn V©n KiÕm Canh (Tö)	1							2	8	2		0	-1	0		0	0	0	0								1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ²ĞÔÆ½£î¸(×Ó).lua												
2065	Npc dïng Tµn V©n KiÕm Canh (Linh KiÕm)	1							1	5	1	1	0	-1	0		0	0	0	0							529	13					1	1	2					456	160	1	18	125			1	\script\skill\À¥ÂØ½£×ğ\²ĞÔÆ½£î¸(Áé½£).lua												
2066	Npc dïng §o¹n Thñy KiÕm Canh	1							1	1	1		1	-1	0		0	0	0	0					2067	1	531	11					1	1	2					456	160	1	18	100			1	\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¶ÏË®½£î¸.lua												
2067	Npc dïng §o¹n Thñy KiÕm Canh (Tö)	1							2	8	1		0	-1	0		0	0	0	0								1												2	9999	1		100				\script\skill\npc¼¼ÄÜ\Á÷ÅÉ¼¼ÄÜ\NpcÓÃ¶ÏË®½£î¸(×Ó).lua												
