ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
50749	Liªu_Thanh Long Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10329;1	2	4	27		1	33243		
50750	Liªu_Thanh Long Nguyªn So¸i PhiÕn (S¬ CÊp)	0;13;10330;1	2	3	29		1	33244		
50751	Liªu_Thanh Long Nguyªn So¸i PhiÕn (S¬ CÊp)	0;13;10330;1	2	4	29		1	33245		
50752	Liªu_Thanh Long Nguyªn So¸i §Þch (S¬ CÊp)	0;12;10331;1	2	3	30		1	33246		
50753	Liªu_Thanh Long Nguyªn So¸i §Þch (S¬ CÊp)	0;12;10331;1	2	4	30		1	33247		
50754	Liªu-Thanh Long Nguyªn So¸i §ao (S¬ CÊp)	0;3;10312;1			2		1	50116		
50755	Liªu-Thanh Long Nguyªn So¸i Tr­îng (S¬ CÊp)	0;8;10313;1			3		1	50116		
50756	Liªu-Thanh Long Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10314;1			4		1	50116		
50757	Liªu-Thanh Long Nguyªn So¸i Ch©m (S¬ CÊp)	0;1;10315;1			6		1	50116		
50758	Liªu-Thanh Long Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10316;1			8		1	50116		
50759	Liªu-Thanh Long Nguyªn So¸i CÇm (S¬ CÊp)	0;10;10317;1			9		1	50116		
50760	Liªu-Thanh Long Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10318;1			11		1	50116		
50761	Liªu-Thanh Long Nguyªn So¸i C«n (S¬ CÊp)	0;5;10319;1			12		1	50116		
50762	Liªu-Thanh Long Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10320;1			14		1	50116		
50763	Liªu-Thanh Long Nguyªn So¸i Bót (S¬ CÊp)	0;9;10321;1			15		1	50116		
50764	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (S¬ CÊp)	0;6;10322;1			17		1	50116		
50765	Liªu-Thanh Long Nguyªn So¸i Cung (S¬ CÊp)	0;4;10323;1			18		1	50116		
50766	Liªu-Thanh Long Nguyªn So¸i Song §ao (S¬ CÊp)	0;7;10324;1			20		1	50116		
50767	Liªu-Thanh Long Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10325;1			21		1	50116		
50768	Liªu-Thanh Long Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10326;1			23		1	50116		
50769	Liªu-Thanh Long Nguyªn So¸i §ao (S¬ CÊp)	0;3;10327;1			25		1	50116		
50770	Liªu-Thanh Long Nguyªn So¸i Bót (S¬ CÊp)	0;9;10328;1			26		1	50116		
50771	Liªu-Thanh Long Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10329;1			27		1	50116		
50772	Liªu-Thanh Long Nguyªn So¸i PhiÕn (S¬ CÊp)	0;13;10330;1			29		1	50116		
50773	Liªu-Thanh Long Nguyªn So¸i §Þch (S¬ CÊp)	0;12;10331;1			30		1	50116		
50774	Liªu-Thanh Long Nguyªn So¸i §ao (Trung CÊp)	0;3;10332;1			2		1	50241		
50775	Liªu-Thanh Long Nguyªn So¸i Tr­îng (Trung CÊp)	0;8;10333;1			3		1	50242		
50776	Liªu-Thanh Long Nguyªn So¸i Thñ (Trung CÊp)	0;0;10334;1			4		1	50243		
50777	Liªu-Thanh Long Nguyªn So¸i Ch©m (Trung CÊp)	0;1;10335;1			6		1	50244		
50778	Liªu-Thanh Long Nguyªn So¸i KiÕm (Trung CÊp)	0;2;10336;1			8		1	50245		
50779	Liªu-Thanh Long Nguyªn So¸i CÇm (Trung CÊp)	0;10;10337;1			9		1	50246		
50780	Liªu-Thanh Long Nguyªn So¸i Thñ (Trung CÊp)	0;0;10338;1			11		1	50247		
50781	Liªu-Thanh Long Nguyªn So¸i C«n (Trung CÊp)	0;5;10339;1			12		1	50248		
50782	Liªu-Thanh Long Nguyªn So¸i KiÕm (Trung CÊp)	0;2;10340;1			14		1	50249		
50783	Liªu-Thanh Long Nguyªn So¸i Bót (Trung CÊp)	0;9;10341;1			15		1	50250		
50784	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (Trung CÊp)	0;6;10342;1			17		1	50251		
50785	Liªu-Thanh Long Nguyªn So¸i Cung (Trung CÊp)	0;4;10343;1			18		1	50252		
50786	Liªu-Thanh Long Nguyªn So¸i Song §ao (Trung CÊp)	0;7;10344;1			20		1	50253		
50787	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Trung CÊp)	0;11;10345;1			21		1	50254		
50788	Liªu-Thanh Long Nguyªn So¸i KiÕm (Trung CÊp)	0;2;10346;1			23		1	50255		
50789	Liªu-Thanh Long Nguyªn So¸i §ao (Trung CÊp)	0;3;10347;1			25		1	50256		
50790	Liªu-Thanh Long Nguyªn So¸i Bót (Trung CÊp)	0;9;10348;1			26		1	50257		
50791	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Trung CÊp)	0;11;10349;1			27		1	50258		
50792	Liªu-Thanh Long Nguyªn So¸i PhiÕn (Trung CÊp)	0;13;10350;1			29		1	50259		
50793	Liªu-Thanh Long Nguyªn So¸i §Þch (Trung CÊp)	0;12;10351;1			30		1	50260		
50794	Liªu-Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0;3;10352;1	1	1	2		1	50261		
50795	Liªu-Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0;3;10353;1	1	2	2		1	50261		
50796	Liªu-Thanh Long Nguyªn So¸i Tr­îng (Cao CÊp)	0;8;10354;1	1	1	3		1	50262		
50797	Liªu-Thanh Long Nguyªn So¸i Tr­îng (Cao CÊp)	0;8;10355;1	1	2	3		1	50262		
50798	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0;0;10356;1	1	1	4		1	50263		
50799	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0;0;10357;1	1	2	4		1	50263		
50800	Liªu-Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0;1;10358;1	1	1	6		1	50264		
50801	Liªu-Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0;1;10359;1	1	2	6		1	50264		
50802	Liªu-Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0;1;10360;1	2	3	6		1	50264		
50803	Liªu-Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0;1;10361;1	2	4	6		1	50264		
50804	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10362;1	2	3	8		1	50265		
50805	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10363;1	2	4	8		1	50265		
50806	Liªu-Thanh Long Nguyªn So¸i CÇm (Cao CÊp)	0;10;10364;1	2	3	9		1	50266		
50807	Liªu-Thanh Long Nguyªn So¸i CÇm (Cao CÊp)	0;10;10365;1	2	4	9		1	50266		
50808	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0;0;10366;1	1	1	11		1	50267		
50809	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0;0;10367;1	1	2	11		1	50267		
50810	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0;0;10368;1	2	3	11		1	50267		
50811	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0;0;10369;1	2	4	11		1	50267		
50812	Liªu-Thanh Long Nguyªn So¸i C«n (Cao CÊp)	0;5;10370;1	1	1	12		1	50268		
50813	Liªu-Thanh Long Nguyªn So¸i C«n (Cao CÊp)	0;5;10371;1	1	2	12		1	50268		
50814	Liªu-Thanh Long Nguyªn So¸i C«n (Cao CÊp)	0;5;10372;1	2	3	12		1	50268		
50815	Liªu-Thanh Long Nguyªn So¸i C«n (Cao CÊp)	0;5;10373;1	2	4	12		1	50268		
50816	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10374;1	1	1	14		1	50269		
50817	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10375;1	1	2	14		1	50269		
50818	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10376;1	2	3	14		1	50269		
50819	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10377;1	2	4	14		1	50269		
50820	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10378;1	1	1	15		1	50270		
50821	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10379;1	1	2	15		1	50270		
50822	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10380;1	2	3	15		1	50270		
50823	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10381;1	2	4	15		1	50270		
50824	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (Cao CÊp)	0;6;10382;1	1	1	17		1	50271		
50825	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (Cao CÊp)	0;6;10383;1	1	2	17		1	50271		
50826	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (Cao CÊp)	0;6;10384;1	2	3	17		1	50271		
50827	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (Cao CÊp)	0;6;10385;1	2	4	17		1	50271		
50828	Liªu-Thanh Long Nguyªn So¸i Cung (Cao CÊp)	0;4;10386;1	1	1	18		1	50272		
50829	Liªu-Thanh Long Nguyªn So¸i Cung (Cao CÊp)	0;4;10387;1	1	2	18		1	50272		
50830	Liªu-Thanh Long Nguyªn So¸i Cung (Cao CÊp)	0;4;10388;1	2	3	18		1	50272		
50831	Liªu-Thanh Long Nguyªn So¸i Cung (Cao CÊp)	0;4;10389;1	2	4	18		1	50272		
50832	Liªu-Thanh Long Nguyªn So¸i Song §ao (Cao CÊp)	0;7;10390;1	1	1	20		1	50273		
50833	Liªu-Thanh Long Nguyªn So¸i Song §ao (Cao CÊp)	0;7;10391;1	1	2	20		1	50273		
50834	Liªu-Thanh Long Nguyªn So¸i Song §ao (Cao CÊp)	0;7;10392;1	2	3	20		1	50273		
50835	Liªu-Thanh Long Nguyªn So¸i Song §ao (Cao CÊp)	0;7;10393;1	2	4	20		1	50273		
50836	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10394;1	1	1	21		1	50274		
50837	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10395;1	1	2	21		1	50274		
50838	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10396;1	2	3	21		1	50274		
50839	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10397;1	2	4	21		1	50274		
50840	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10398;1	1	1	23		1	50275		
50841	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;10399;1	1	2	23		1	50275		
50842	Liªu-Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0;3;10400;1	1	1	25		1	50276		
50843	Liªu-Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0;3;10401;1	1	2	25		1	50276		
50844	Liªu-Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0;3;10402;1	2	3	25		1	50276		
50845	Liªu-Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0;3;10403;1	2	4	25		1	50276		
50846	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10404;1	1	1	26		1	50277		
50847	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10405;1	1	2	26		1	50277		
50848	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10406;1	2	3	26		1	50277		
50849	Liªu-Thanh Long Nguyªn So¸i Bót (Cao CÊp)	0;9;10407;1	2	4	26		1	50277		
50850	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10408;1	1	1	27		1	50278		
50851	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10409;1	1	2	27		1	50278		
50852	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10410;1	2	3	27		1	50278		
50853	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao CÊp)	0;11;10411;1	2	4	27		1	50278		
50854	Liªu-Thanh Long Nguyªn So¸i PhiÕn (Cao CÊp)	0;13;10412;1	2	3	29		1	50279		
50855	Liªu-Thanh Long Nguyªn So¸i PhiÕn (Cao CÊp)	0;13;10413;1	2	4	29		1	50279		
50856	Liªu-Thanh Long Nguyªn So¸i §Þch (Cao CÊp)	0;12;10414;1	2	3	30		1	50280		
50857	Liªu-Thanh Long Nguyªn So¸i §Þch (Cao CÊp)	0;12;10415;1	2	4	30		1	50280		
50858	Tèng_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10416;1	1	1	2		1	50441		
50859	Tèng_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10416;1	1	2	2		1	50442		
50860	Tèng_Uy Hæ T­íng Qu©n Tr­îng (S¬ CÊp)	0;8;10417;1	1	1	3		1	50443		
50861	Tèng_Uy Hæ T­íng Qu©n Tr­îng (S¬ CÊp)	0;8;10417;1	1	2	3		1	50444		
50862	Tèng_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10418;1	1	1	4		1	50445		
50863	Tèng_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10418;1	1	2	4		1	50446		
50864	Tèng_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10419;1	1	1	6		1	50447		
50865	Tèng_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10419;1	1	2	6		1	50448		
50866	Tèng_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10419;1	2	3	6		1	50449		
50867	Tèng_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10419;1	2	4	6		1	50450		
50868	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10420;1	2	3	8		1	50451		
50869	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10420;1	2	4	8		1	50452		
50870	Tèng_Uy Hæ T­íng Qu©n CÇm (S¬ CÊp)	0;10;10421;1	2	3	9		1	50453		
50871	Tèng_Uy Hæ T­íng Qu©n CÇm (S¬ CÊp)	0;10;10421;1	2	4	9		1	50454		
50872	Tèng_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10422;1	1	1	11		1	50455		
50873	Tèng_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10422;1	1	2	11		1	50456		
50874	Tèng_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10422;1	2	3	11		1	50457		
50875	Tèng_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10422;1	2	4	11		1	50458		
50876	Tèng_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10423;1	1	1	12		1	50459		
50877	Tèng_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10423;1	1	2	12		1	50460		
50878	Tèng_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10423;1	2	3	12		1	50461		
50879	Tèng_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10423;1	2	4	12		1	50462		
50880	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10424;1	1	1	14		1	50463		
50881	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10424;1	1	2	14		1	50464		
50882	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10424;1	2	3	14		1	50465		
50883	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10424;1	2	4	14		1	50466		
50884	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10425;1	1	1	15		1	50467		
50885	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10425;1	1	2	15		1	50468		
50886	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10425;1	2	3	15		1	50469		
50887	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10425;1	2	4	15		1	50470		
50888	Tèng_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10426;1	1	1	17		1	50471		
50889	Tèng_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10426;1	1	2	17		1	50472		
50890	Tèng_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10426;1	2	3	17		1	50473		
50891	Tèng_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10426;1	2	4	17		1	50474		
50892	Tèng_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10427;1	1	1	18		1	50475		
50893	Tèng_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10427;1	1	2	18		1	50476		
50894	Tèng_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10427;1	2	3	18		1	50477		
50895	Tèng_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10427;1	2	4	18		1	50478		
50896	Tèng_Uy Hæ T­íng Qu©n Song §ao (S¬ CÊp)	0;7;10428;1	1	1	20		1	50479		
50897	Tèng_Uy Hæ T­íng Qu©n Song §ao (S¬ CÊp)	0;7;10428;1	1	2	20		1	50480		
50898	Tèng_Uy Hæ T­íng Qu©n Song §ao (S¬ CÊp)	0;7;10428;1	2	3	20		1	50481		
50899	Tèng_Uy Hæ T­íng Qu©n Song §ao (S¬ CÊp)	0;7;10428;1	2	4	20		1	50482		
50900	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10429;1	1	1	21		1	50483		
50901	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10429;1	1	2	21		1	50484		
50902	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10429;1	2	3	21		1	50485		
50903	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10429;1	2	4	21		1	50486		
50904	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10430;1	1	1	23		1	50487		
50905	Tèng_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10430;1	1	2	23		1	50488		
50906	Tèng_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10431;1	1	1	25		1	50489		
50907	Tèng_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10431;1	1	2	25		1	50490		
50908	Tèng_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10431;1	2	3	25		1	50491		
50909	Tèng_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10431;1	2	4	25		1	50492		
50910	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10432;1	1	1	26		1	50493		
50911	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10432;1	1	2	26		1	50494		
50912	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10432;1	2	3	26		1	50495		
50913	Tèng_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10432;1	2	4	26		1	50496		
50914	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10433;1	1	1	27		1	50497		
50915	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10433;1	1	2	27		1	50498		
50916	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10433;1	2	3	27		1	50499		
50917	Tèng_Uy Hæ T­íng Qu©n Tr¶o (S¬ CÊp)	0;11;10433;1	2	4	27		1	50500		
50918	Tèng_Uy Hæ T­íng Qu©n PhiÕn (S¬ CÊp)	0;13;10434;1	2	3	29		1	50501		
50919	Tèng_Uy Hæ T­íng Qu©n PhiÕn (S¬ CÊp)	0;13;10434;1	2	4	29		1	50502		
50920	Tèng_Uy Hæ T­íng Qu©n §Þch (S¬ CÊp)	0;12;10435;1	2	3	30		1	50503		
50921	Tèng_Uy Hæ T­íng Qu©n §Þch (S¬ CÊp)	0;12;10435;1	2	4	30		1	50504		
50922	Tèng-Uy Hæ T­íng Qu©n §ao (S¬)	0;3;10416;1			2		1	50117		
50923	Tèng-Uy Hæ T­íng Qu©n Tr­îng (S¬)	0;8;10417;1			3		1	50117		
50924	Tèng-Uy Hæ T­íng Qu©n Thñ (S¬)	0;0;10418;1			4		1	50117		
50925	Tèng-Uy Hæ T­íng Qu©n Ch©m (S¬)	0;1;10419;1			6		1	50117		
50926	Tèng-Uy Hæ T­íng Qu©n KiÕm (S¬)	0;2;10420;1			8		1	50117		
50927	Tèng-Uy Hæ T­íng Qu©n CÇm (S¬)	0;10;10421;1			9		1	50117		
50928	Tèng-Uy Hæ T­íng Qu©n Thñ (S¬)	0;0;10422;1			11		1	50117		
50929	Tèng-Uy Hæ T­íng Qu©n C«n (S¬)	0;5;10423;1			12		1	50117		
50930	Tèng-Uy Hæ T­íng Qu©n KiÕm (S¬)	0;2;10424;1			14		1	50117		
50931	Tèng-Uy Hæ T­íng Qu©n Bót (S¬)	0;9;10425;1			15		1	50117		
50932	Tèng-Uy Hæ T­íng Qu©n Th­¬ng (S¬)	0;6;10426;1			17		1	50117		
50933	Tèng-Uy Hæ T­íng Qu©n Cung (S¬)	0;4;10427;1			18		1	50117		
50934	Tèng-Uy Hæ T­íng Qu©n Song §ao (S¬)	0;7;10428;1			20		1	50117		
50935	Tèng-Uy Hæ T­íng Qu©n Tr¶o (S¬)	0;11;10429;1			21		1	50117		
50936	Tèng-Uy Hæ T­íng Qu©n KiÕm (S¬)	0;2;10430;1			23		1	50117		
50937	Tèng-Uy Hæ T­íng Qu©n §ao (S¬)	0;3;10431;1			25		1	50117		
50938	Tèng-Uy Hæ T­íng Qu©n Bót (S¬)	0;9;10432;1			26		1	50117		
50939	Tèng-Uy Hæ T­íng Qu©n Tr¶o (S¬)	0;11;10433;1			27		1	50117		
50940	Tèng-Uy Hæ T­íng Qu©n PhiÕn (S¬)	0;13;10434;1			29		1	50117		
50941	Tèng-Uy Hæ T­íng Qu©n §Þch (S¬)	0;12;10435;1			30		1	50117		
50942	Tèng-Uy Hæ T­íng Qu©n §ao (Trung)	0;3;10436;1			2		1	50281		
50943	Tèng-Uy Hæ T­íng Qu©n Tr­îng (Trung)	0;8;10437;1			3		1	50282		
50944	Tèng-Uy Hæ T­íng Qu©n Thñ (Trung)	0;0;10438;1			4		1	50283		
50945	Tèng-Uy Hæ T­íng Qu©n Ch©m (Trung)	0;1;10439;1			6		1	50284		
50946	Tèng-Uy Hæ T­íng Qu©n KiÕm (Trung)	0;2;10440;1			8		1	50285		
50947	Tèng-Uy Hæ T­íng Qu©n CÇm (Trung)	0;10;10441;1			9		1	50286		
50948	Tèng-Uy Hæ T­íng Qu©n Thñ (Trung)	0;0;10442;1			11		1	50287		
50949	Tèng-Uy Hæ T­íng Qu©n C«n (Trung)	0;5;10443;1			12		1	50288		
50950	Tèng-Uy Hæ T­íng Qu©n KiÕm (Trung)	0;2;10444;1			14		1	50289		
50951	Tèng-Uy Hæ T­íng Qu©n Bót (Trung)	0;9;10445;1			15		1	50290		
50952	Tèng-Uy Hæ T­íng Qu©n Th­¬ng (Trung)	0;6;10446;1			17		1	50291		
50953	Tèng-Uy Hæ T­íng Qu©n Cung (Trung)	0;4;10447;1			18		1	50292		
50954	Tèng-Uy Hæ T­íng Qu©n Song §ao (Trung)	0;7;10448;1			20		1	50293		
50955	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Trung)	0;11;10449;1			21		1	50294		
50956	Tèng-Uy Hæ T­íng Qu©n KiÕm (Trung)	0;2;10450;1			23		1	50295		
50957	Tèng-Uy Hæ T­íng Qu©n §ao (Trung)	0;3;10451;1			25		1	50296		
50958	Tèng-Uy Hæ T­íng Qu©n Bót (Trung)	0;9;10452;1			26		1	50297		
50959	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Trung)	0;11;10453;1			27		1	50298		
50960	Tèng-Uy Hæ T­íng Qu©n PhiÕn (Trung)	0;13;10454;1			29		1	50299		
50961	Tèng-Uy Hæ T­íng Qu©n §Þch (Trung)	0;12;10455;1			30		1	50300		
50962	Tèng-Uy Hæ T­íng Qu©n §ao (Cao)	0;3;10456;1	1	1	2		1	50301		
50963	Tèng-Uy Hæ T­íng Qu©n §ao (Cao)	0;3;10457;1	1	2	2		1	50301		
50964	Tèng-Uy Hæ T­íng Qu©n Tr­îng (Cao)	0;8;10458;1	1	1	3		1	50302		
50965	Tèng-Uy Hæ T­íng Qu©n Tr­îng (Cao)	0;8;10459;1	1	2	3		1	50302		
50966	Tèng-Uy Hæ T­íng Qu©n Thñ (Cao)	0;0;10460;1	1	1	4		1	50303		
50967	Tèng-Uy Hæ T­íng Qu©n Thñ (Cao)	0;0;10461;1	1	2	4		1	50303		
50968	Tèng-Uy Hæ T­íng Qu©n Ch©m (Cao)	0;1;10462;1	1	1	6		1	50304		
50969	Tèng-Uy Hæ T­íng Qu©n Ch©m (Cao)	0;1;10463;1	1	2	6		1	50304		
50970	Tèng-Uy Hæ T­íng Qu©n Ch©m (Cao)	0;1;10464;1	2	3	6		1	50304		
50971	Tèng-Uy Hæ T­íng Qu©n Ch©m (Cao)	0;1;10465;1	2	4	6		1	50304		
50972	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10466;1	2	3	8		1	50305		
50973	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10467;1	2	4	8		1	50305		
50974	Tèng-Uy Hæ T­íng Qu©n CÇm (Cao)	0;10;10468;1	2	3	9		1	50306		
50975	Tèng-Uy Hæ T­íng Qu©n CÇm (Cao)	0;10;10469;1	2	4	9		1	50306		
50976	Tèng-Uy Hæ T­íng Qu©n Thñ (Cao)	0;0;10470;1	1	1	11		1	50307		
50977	Tèng-Uy Hæ T­íng Qu©n Thñ (Cao)	0;0;10471;1	1	2	11		1	50307		
50978	Tèng-Uy Hæ T­íng Qu©n Thñ (Cao)	0;0;10472;1	2	3	11		1	50307		
50979	Tèng-Uy Hæ T­íng Qu©n Thñ (Cao)	0;0;10473;1	2	4	11		1	50307		
50980	Tèng-Uy Hæ T­íng Qu©n C«n (Cao)	0;5;10474;1	1	1	12		1	50308		
50981	Tèng-Uy Hæ T­íng Qu©n C«n (Cao)	0;5;10475;1	1	2	12		1	50308		
50982	Tèng-Uy Hæ T­íng Qu©n C«n (Cao)	0;5;10476;1	2	3	12		1	50308		
50983	Tèng-Uy Hæ T­íng Qu©n C«n (Cao)	0;5;10477;1	2	4	12		1	50308		
50984	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10478;1	1	1	14		1	50309		
50985	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10479;1	1	2	14		1	50309		
50986	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10480;1	2	3	14		1	50309		
50987	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10481;1	2	4	14		1	50309		
50988	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10482;1	1	1	15		1	50310		
50989	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10483;1	1	2	15		1	50310		
50990	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10484;1	2	3	15		1	50310		
