ItemName	ItemGene	ItemSub	ItemDetail	
Nhµn V©n HiÖp §¹o Linh Phong ChØ - Nam kh«i ng«	0	102	1522	
Nhµn V©n HiÖp §¹o Linh Phong ChØ - N÷ gîi c¶m	0	102	1523	
Nhµn V©n HiÖp §¹o Linh Phong ChØ - KiÒu n÷	0	102	1524	
Nhµn V©n HiÖp §¹o Linh Phong Hoµn - Nam tiªu chuÈn	0	102	1525	
Nhµn V©n HiÖp §¹o Linh Phong Hoµn - Nam kh«i ng«	0	102	1526	
Nhµn V©n HiÖp §¹o Linh Phong Hoµn - N÷ gîi c¶m	0	102	1527	
Nhµn V©n HiÖp §¹o Linh Phong Hoµn - KiÒu n÷	0	102	1528	
NhÊt D­¬ng Dao Th­êng - Nam tiªu chuÈn	0	100	1571	
NhÊt D­¬ng Dao Th­êng - Nam kh«i ng«	0	100	1572	
NhÊt D­¬ng Dao Th­êng - N÷ gîi c¶m	0	100	1573	
NhÊt D­¬ng Dao Th­êng - KiÒu n÷	0	100	1574	
NhÊt D­¬ng Dao Qu¸n - Nam tiªu chuÈn	0	103	1571	
NhÊt D­¬ng Dao Qu¸n - Nam kh«i ng«	0	103	1572	
NhÊt D­¬ng Dao Qu¸n - N÷ gîi c¶m	0	103	1573	
NhÊt D­¬ng Dao Qu¸n - KiÒu n÷	0	103	1574	
NhÊt D­¬ng Dao Bót - Nam tiªu chuÈn	0	9	1571	
NhÊt D­¬ng Dao Bót - Nam kh«i ng«	0	9	1572	
NhÊt D­¬ng Dao Bót - N÷ gîi c¶m	0	9	1573	
NhÊt D­¬ng Dao Bót - KiÒu n÷	0	9	1574	
NhÊt D­¬ng Dao Trang - Nam tiªu chuÈn	0	101	1571	
NhÊt D­¬ng Dao Trang - Nam kh«i ng«	0	101	1572	
NhÊt D­¬ng Dao Trang - N÷ gîi c¶m	0	101	1573	
NhÊt D­¬ng Dao Trang - KiÒu n÷	0	101	1574	
NhÊt D­¬ng Dao Béi - Nam tiªu chuÈn	0	102	1571	
NhÊt D­¬ng Dao Béi - Nam kh«i ng«	0	102	1572	
NhÊt D­¬ng Dao Béi - N÷ gîi c¶m	0	102	1573	
NhÊt D­¬ng Dao Béi - KiÒu n÷	0	102	1574	
NhÊt D­¬ng Th­êng - Nam tiªu chuÈn	0	100	1551	
NhÊt D­¬ng Th­êng - Nam kh«i ng«	0	100	1552	
NhÊt D­¬ng Th­êng - N÷ gîi c¶m	0	100	1553	
NhÊt D­¬ng Th­êng - KiÒu n÷	0	100	1554	
NhÊt D­¬ng Qu¸n - Nam tiªu chuÈn	0	103	1551	
NhÊt D­¬ng Qu¸n - Nam kh«i ng«	0	103	1552	
NhÊt D­¬ng Qu¸n - N÷ gîi c¶m	0	103	1553	
NhÊt D­¬ng Qu¸n - KiÒu n÷	0	103	1554	
NhÊt D­¬ng Trang - Nam tiªu chuÈn	0	101	1551	
NhÊt D­¬ng Trang - Nam kh«i ng«	0	101	1552	
NhÊt D­¬ng Trang - N÷ gîi c¶m	0	101	1553	
NhÊt D­¬ng Trang - KiÒu n÷	0	101	1554	
NhÊt D­¬ng Béi - Nam tiªu chuÈn	0	102	1551	
NhÊt D­¬ng Béi - Nam kh«i ng«	0	102	1552	
NhÊt D­¬ng Béi - N÷ gîi c¶m	0	102	1553	
NhÊt D­¬ng Béi - KiÒu n÷	0	102	1554	
KhiÕu Hoa bæng - Nam tiªu chuÈn	0	5	1201	
KhiÕu Hoa bæng - Nam kh«i ng«	0	5	1202	
KhiÕu Hoa bæng - N÷ gîi c¶m	0	5	1203	
KhiÕu Hoa bæng - KiÒu n÷	0	5	1204	
KhiÕu Hoa khè - Nam tiªu chuÈn	0	101	1201	
KhiÕu Hoa khè - Nam kh«i ng«	0	101	1202	
KhiÕu Hoa khè - N÷ gîi c¶m	0	101	1203	
KhiÕu Hoa khè - KiÒu n÷	0	101	1204	
KhiÕu Hoa c©n - Nam tiªu chuÈn	0	103	1201	
KhiÕu Hoa c©n - Nam kh«i ng«	0	103	1202	
KhiÕu Hoa c©n - N÷ gîi c¶m	0	103	1203	
KhiÕu Hoa c©n - KiÒu n÷	0	103	1204	
KhiÕu Hoa y - Nam tiªu chuÈn	0	100	1201	
KhiÕu Hoa y - Nam kh«i ng«	0	100	1202	
KhiÕu Hoa y - N÷ gîi c¶m	0	100	1203	
KhiÕu Hoa y - KiÒu n÷	0	100	1204	
Trõ Gian béi - Nam tiªu chuÈn	0	102	1111	
Trõ Gian béi - Nam kh«i ng«	0	102	1112	
Trõ Gian béi - N÷ gîi c¶m	0	102	1113	
Trõ Gian béi - KiÒu n÷	0	102	1114	
Trõ Gian QuyÒn - Nam tiªu chuÈn	0	0	1111	
Trõ Gian QuyÒn - Nam kh«i ng«	0	0	1112	
Trõ Gian QuyÒn - N÷ gîi c¶m	0	0	1113	
Trõ Gian QuyÒn - KiÒu n÷	0	0	1114	
Trõ Gian th­êng - Nam tiªu chuÈn	0	100	1111	
Trõ Gian th­êng - Nam kh«i ng«	0	100	1112	
Trõ Gian th­êng - N÷ gîi c¶m	0	100	1113	
Trõ Gian th­êng - KiÒu n÷	0	100	1114	
Trõ Gian c©n - Nam tiªu chuÈn	0	103	1111	
Trõ Gian c©n - Nam kh«i ng«	0	103	1112	
Trõ Gian c©n - N÷ gîi c¶m	0	103	1113	
Trõ Gian c©n - KiÒu n÷	0	103	1114	
Trõ Gian phôc - Nam tiªu chuÈn	0	101	1111	
Trõ Gian phôc - Nam kh«i ng«	0	101	1112	
Trõ Gian phôc - N÷ gîi c¶m	0	101	1113	
Trõ Gian phôc - KiÒu n÷	0	101	1114	
Tø h¶i y - Nam tiªu chuÈn	0	100	1121	
Tø h¶i y - Nam kh«i ng«	0	100	1122	
Tø h¶i y - N÷ gîi c¶m	0	100	1123	
Tø h¶i y - KiÒu n÷	0	100	1124	
Tø h¶i c©n - Nam tiªu chuÈn	0	103	1121	
Tø h¶i c©n - Nam kh«i ng«	0	103	1122	
Tø h¶i c©n - N÷ gîi c¶m	0	103	1123	
Tø h¶i c©n - KiÒu n÷	0	103	1124	
Hµo khÝ phôc - Nam tiªu chuÈn	0	101	1121	
Hµo khÝ phôc - Nam kh«i ng«	0	101	1122	
Hµo khÝ phôc - N÷ gîi c¶m	0	101	1123	
Hµo khÝ phôc - KiÒu n÷	0	101	1124	
Tø H¶i HiÖp Hµo KhÝ Ngäc Béi - Nam tiªu chuÈn	0	102	1121	
Tø H¶i HiÖp Hµo KhÝ Ngäc Béi - Nam kh«i ng«	0	102	1122	
Tø H¶i HiÖp Hµo KhÝ Ngäc Béi - N÷ gîi c¶m	0	102	1123	
Tø H¶i HiÖp Hµo KhÝ Ngäc Béi - KiÒu n÷	0	102	1124	
Tø H¶i HiÖp Hµo KhÝ Giíi ChØ - Nam tiªu chuÈn	0	102	1125	
Tø H¶i HiÖp Hµo KhÝ Giíi ChØ - Nam kh«i ng«	0	102	1126	
Tø H¶i HiÖp Hµo KhÝ Giíi ChØ - N÷ gîi c¶m	0	102	1127	
Tø H¶i HiÖp Hµo KhÝ Giíi ChØ - KiÒu n÷	0	102	1128	
Gi¸ng Long Dao Th­êng - Nam tiªu chuÈn	0	100	1171	
Gi¸ng Long Dao Th­êng - Nam kh«i ng«	0	100	1172	
Gi¸ng Long Dao Th­êng - N÷ gîi c¶m	0	100	1173	
Gi¸ng Long Dao Th­êng - KiÒu n÷	0	100	1174	
Gi¸ng Long Dao Qu¸n - Nam tiªu chuÈn	0	103	1171	
Gi¸ng Long Dao Qu¸n - Nam kh«i ng«	0	103	1172	
Gi¸ng Long Dao Qu¸n - N÷ gîi c¶m	0	103	1173	
Gi¸ng Long Dao Qu¸n - KiÒu n÷	0	103	1174	
Gi¸ng Long Dao Thñ - Nam tiªu chuÈn	0	0	1171	
Gi¸ng Long Dao Thñ - Nam kh«i ng«	0	0	1172	
Gi¸ng Long Dao Thñ - N÷ gîi c¶m	0	0	1173	
Gi¸ng Long Dao Thñ - KiÒu n÷	0	0	1174	
Gi¸ng Long Dao Trang - Nam tiªu chuÈn	0	101	1171	
Gi¸ng Long Dao Trang - Nam kh«i ng«	0	101	1172	
Gi¸ng Long Dao Trang - N÷ gîi c¶m	0	101	1173	
Gi¸ng Long Dao Trang - KiÒu n÷	0	101	1174	
Gi¸ng Long Dao Béi - Nam tiªu chuÈn	0	102	1171	
Gi¸ng Long Dao Béi - Nam kh«i ng«	0	102	1172	
Gi¸ng Long Dao Béi - N÷ gîi c¶m	0	102	1173	
Gi¸ng Long Dao Béi - KiÒu n÷	0	102	1174	
Gi¸ng Long D­¬ng Th­êng - Nam tiªu chuÈn	0	100	1151	
Gi¸ng Long D­¬ng Th­êng - Nam kh«i ng«	0	100	1152	
Gi¸ng Long D­¬ng Th­êng - N÷ gîi c¶m	0	100	1153	
Gi¸ng Long D­¬ng Th­êng - KiÒu n÷	0	100	1154	
Gi¸ng Long D­¬ng Qu¸n - Nam tiªu chuÈn	0	103	1151	
Gi¸ng Long D­¬ng Qu¸n - Nam kh«i ng«	0	103	1152	
Gi¸ng Long D­¬ng Qu¸n - N÷ gîi c¶m	0	103	1153	
Gi¸ng Long D­¬ng Qu¸n - KiÒu n÷	0	103	1154	
Gi¸ng Long D­¬ng Thñ - Nam tiªu chuÈn	0	0	1151	
Gi¸ng Long D­¬ng Thñ - Nam kh«i ng«	0	0	1152	
Gi¸ng Long D­¬ng Thñ - N÷ gîi c¶m	0	0	1153	
Gi¸ng Long D­¬ng Thñ - KiÒu n÷	0	0	1154	
Gi¸ng Long D­¬ng Trang - Nam tiªu chuÈn	0	101	1151	
Gi¸ng Long D­¬ng Trang - Nam kh«i ng«	0	101	1152	
Gi¸ng Long D­¬ng Trang - N÷ gîi c¶m	0	101	1153	
Gi¸ng Long D­¬ng Trang - KiÒu n÷	0	101	1154	
Gi¸ng Long D­¬ng Béi - Nam tiªu chuÈn	0	102	1151	
Gi¸ng Long D­¬ng Béi - Nam kh«i ng«	0	102	1152	
Gi¸ng Long D­¬ng Béi - N÷ gîi c¶m	0	102	1153	
Gi¸ng Long D­¬ng Béi - KiÒu n÷	0	102	1154	
ChÊp B¸t th­êng - Nam tiªu chuÈn	0	100	1101	
ChÊp B¸t th­êng - Nam kh«i ng«	0	100	1102	
ChÊp B¸t th­êng - N÷ gîi c¶m	0	100	1103	
ChÊp B¸t th­êng - KiÒu n÷	0	100	1104	
B¸t sø - Nam tiªu chuÈn	0	0	1101	
B¸t sø - Nam kh«i ng«	0	0	1102	
B¸t sø - N÷ gîi c¶m	0	0	1103	
B¸t sø - KiÒu n÷	0	0	1104	
ChÊp B¸t c©n - Nam tiªu chuÈn	0	103	1101	
ChÊp B¸t c©n - Nam kh«i ng«	0	103	1102	
ChÊp B¸t c©n - N÷ gîi c¶m	0	103	1103	
ChÊp B¸t c©n - KiÒu n÷	0	103	1104	
ChÊp B¸t phôc - Nam tiªu chuÈn	0	101	1101	
ChÊp B¸t phôc - Nam kh«i ng«	0	101	1102	
ChÊp B¸t phôc - N÷ gîi c¶m	0	101	1103	
ChÊp B¸t phôc - KiÒu n÷	0	101	1104	
Trõng ¸c bæng - Nam tiªu chuÈn	0	5	1211	
Trõng ¸c bæng - Nam kh«i ng«	0	5	1212	
Trõng ¸c bæng - N÷ gîi c¶m	0	5	1213	
Trõng ¸c bæng - KiÒu n÷	0	5	1214	
Trõng ¸c béi - Nam tiªu chuÈn	0	102	1211	
Trõng ¸c béi - Nam kh«i ng«	0	102	1212	
Trõng ¸c béi - N÷ gîi c¶m	0	102	1213	
Trõng ¸c béi - KiÒu n÷	0	102	1214	
Trõng ¸c th­êng - Nam tiªu chuÈn	0	100	1211	
Trõng ¸c th­êng - Nam kh«i ng«	0	100	1212	
Trõng ¸c th­êng - N÷ gîi c¶m	0	100	1213	
Trõng ¸c th­êng - KiÒu n÷	0	100	1214	
Trõng ¸c c©n - Nam tiªu chuÈn	0	103	1211	
Trõng ¸c c©n - Nam kh«i ng«	0	103	1212	
Trõng ¸c c©n - N÷ gîi c¶m	0	103	1213	
Trõng ¸c c©n - KiÒu n÷	0	103	1214	
Trõng ¸c phôc - Nam tiªu chuÈn	0	101	1211	
Trõng ¸c phôc - Nam kh«i ng«	0	101	1212	
Trõng ¸c phôc - N÷ gîi c¶m	0	101	1213	
Trõng ¸c phôc - KiÒu n÷	0	101	1214	
Tô NghÜa bæng - Nam tiªu chuÈn	0	5	1221	
Tô NghÜa bæng - Nam kh«i ng«	0	5	1222	
Tô NghÜa bæng - N÷ gîi c¶m	0	5	1223	
Tô NghÜa bæng - KiÒu n÷	0	5	1224	
Tô NghÜa th­êng - Nam tiªu chuÈn	0	100	1221	
Tô NghÜa th­êng - Nam kh«i ng«	0	100	1222	
Tô NghÜa th­êng - N÷ gîi c¶m	0	100	1223	
Tô NghÜa th­êng - KiÒu n÷	0	100	1224	
Tô NghÜa c©n - Nam tiªu chuÈn	0	103	1221	
Tô NghÜa c©n - Nam kh«i ng«	0	103	1222	
Tô NghÜa c©n - N÷ gîi c¶m	0	103	1223	
Tô NghÜa c©n - KiÒu n÷	0	103	1224	
Tô NghÜa phôc - Nam tiªu chuÈn	0	101	1221	
Tô NghÜa phôc - Nam kh«i ng«	0	101	1222	
Tô NghÜa phôc - N÷ gîi c¶m	0	101	1223	
Tô NghÜa phôc - KiÒu n÷	0	101	1224	
B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi - Nam tiªu chuÈn	0	102	1221	
B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi - Nam kh«i ng«	0	102	1222	
B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi - N÷ gîi c¶m	0	102	1223	
B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi - KiÒu n÷	0	102	1224	
B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ - Nam tiªu chuÈn	0	102	1225	
B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ - Nam kh«i ng«	0	102	1226	
B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ - N÷ gîi c¶m	0	102	1227	
B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ - KiÒu n÷	0	102	1228	
Phong Ma Dao Th­êng - Nam tiªu chuÈn	0	100	1271	
Phong Ma Dao Th­êng - Nam kh«i ng«	0	100	1272	
Phong Ma Dao Th­êng - N÷ gîi c¶m	0	100	1273	
Phong Ma Dao Th­êng - KiÒu n÷	0	100	1274	
Phong Ma Dao Qu¸n - Nam tiªu chuÈn	0	103	1271	
Phong Ma Dao Qu¸n - Nam kh«i ng«	0	103	1272	
Phong Ma Dao Qu¸n - N÷ gîi c¶m	0	103	1273	
Phong Ma Dao Qu¸n - KiÒu n÷	0	103	1274	
Phong Ma Dao C«n - Nam tiªu chuÈn	0	5	1271	
Phong Ma Dao C«n - Nam kh«i ng«	0	5	1272	
Phong Ma Dao C«n - N÷ gîi c¶m	0	5	1273	
Phong Ma Dao C«n - KiÒu n÷	0	5	1274	
Phong Ma Dao Trang - Nam tiªu chuÈn	0	101	1271	
Phong Ma Dao Trang - Nam kh«i ng«	0	101	1272	
Phong Ma Dao Trang - N÷ gîi c¶m	0	101	1273	
Phong Ma Dao Trang - KiÒu n÷	0	101	1274	
Phong Ma Dao Béi - Nam tiªu chuÈn	0	102	1271	
Phong Ma Dao Béi - Nam kh«i ng«	0	102	1272	
Phong Ma Dao Béi - N÷ gîi c¶m	0	102	1273	
Phong Ma Dao Béi - KiÒu n÷	0	102	1274	
Phong Ma D­¬ng Th­êng - Nam tiªu chuÈn	0	100	1251	
Phong Ma D­¬ng Th­êng - Nam kh«i ng«	0	100	1252	
Phong Ma D­¬ng Th­êng - N÷ gîi c¶m	0	100	1253	
Phong Ma D­¬ng Th­êng - KiÒu n÷	0	100	1254	
Phong Ma D­¬ng Qu¸n - Nam tiªu chuÈn	0	103	1251	
Phong Ma D­¬ng Qu¸n - Nam kh«i ng«	0	103	1252	
Phong Ma D­¬ng Qu¸n - N÷ gîi c¶m	0	103	1253	
Phong Ma D­¬ng Qu¸n - KiÒu n÷	0	103	1254	
Phong Ma D­¬ng C«n - Nam tiªu chuÈn	0	5	1251	
Phong Ma D­¬ng C«n - Nam kh«i ng«	0	5	1252	
Phong Ma D­¬ng C«n - N÷ gîi c¶m	0	5	1253	
Phong Ma D­¬ng C«n - KiÒu n÷	0	5	1254	
Phong Ma D­¬ng Trang - Nam tiªu chuÈn	0	101	1251	
Phong Ma D­¬ng Trang - Nam kh«i ng«	0	101	1252	
Phong Ma D­¬ng Trang - N÷ gîi c¶m	0	101	1253	
Phong Ma D­¬ng Trang - KiÒu n÷	0	101	1254	
Phong Ma D­¬ng Béi - Nam tiªu chuÈn	0	102	1251	
Phong Ma D­¬ng Béi - Nam kh«i ng«	0	102	1252	
Phong Ma D­¬ng Béi - N÷ gîi c¶m	0	102	1253	
Phong Ma D­¬ng Béi - KiÒu n÷	0	102	1254	
Khinh Kþ gi¸p - Nam tiªu chuÈn	0	100	1701	
Khinh Kþ gi¸p - Nam kh«i ng«	0	100	1702	
Khinh Kþ gi¸p - N÷ gîi c¶m	0	100	1703	
Khinh Kþ gi¸p - KiÒu n÷	0	100	1704	
Khinh Kþ kh«i - Nam tiªu chuÈn	0	103	1701	
Khinh Kþ kh«i - Nam kh«i ng«	0	103	1702	
Khinh Kþ kh«i - N÷ gîi c¶m	0	103	1703	
Khinh Kþ kh«i - KiÒu n÷	0	103	1704	
Khinh Kþ th­¬ng - Nam tiªu chuÈn	0	6	1701	
Khinh Kþ th­¬ng - Nam kh«i ng«	0	6	1702	
Khinh Kþ th­¬ng - N÷ gîi c¶m	0	6	1703	
Khinh Kþ th­¬ng - KiÒu n÷	0	6	1704	
Khinh Kþ phôc - Nam tiªu chuÈn	0	101	1701	
Khinh Kþ phôc - Nam kh«i ng«	0	101	1702	
Khinh Kþ phôc - N÷ gîi c¶m	0	101	1703	
Khinh Kþ phôc - KiÒu n÷	0	101	1704	
HiÖu óy tr­êng th­¬n - Nam tiªu chuÈn	0	6	1711	
HiÖu óy tr­êng th­¬n - Nam kh«i ng«	0	6	1712	
HiÖu óy tr­êng th­¬n - N÷ gîi c¶m	0	6	1713	
HiÖu óy tr­êng th­¬n - KiÒu n÷	0	6	1714	
HiÖu óy lÖnh - Nam tiªu chuÈn	0	102	1711	
HiÖu óy lÖnh - Nam kh«i ng«	0	102	1712	
HiÖu óy lÖnh - N÷ gîi c¶m	0	102	1713	
HiÖu óy lÖnh - KiÒu n÷	0	102	1714	
HiÖu óy thiÕt gi¸p - Nam tiªu chuÈn	0	100	1711	
HiÖu óy thiÕt gi¸p - Nam kh«i ng«	0	100	1712	
HiÖu óy thiÕt gi¸p - N÷ gîi c¶m	0	100	1713	
HiÖu óy thiÕt gi¸p - KiÒu n÷	0	100	1714	
HiÖu óy kh«i - Nam tiªu chuÈn	0	103	1711	
HiÖu óy kh«i - Nam kh«i ng«	0	103	1712	
HiÖu óy kh«i - N÷ gîi c¶m	0	103	1713	
HiÖu óy kh«i - KiÒu n÷	0	103	1714	
HiÖu óy thiÕt phôc - Nam tiªu chuÈn	0	101	1711	
HiÖu óy thiÕt phôc - Nam kh«i ng«	0	101	1712	
HiÖu óy thiÕt phôc - N÷ gîi c¶m	0	101	1713	
HiÖu óy thiÕt phôc - KiÒu n÷	0	101	1714	
Tinh Gi¸p kh«i - Nam tiªu chuÈn	0	103	1721	
Tinh Gi¸p kh«i - Nam kh«i ng«	0	103	1722	
Tinh Gi¸p kh«i - N÷ gîi c¶m	0	103	1723	
Tinh Gi¸p kh«i - KiÒu n÷	0	103	1724	
Tinh Gi¸p phôc - Nam tiªu chuÈn	0	101	1721	
Tinh Gi¸p phôc - Nam kh«i ng«	0	101	1722	
Tinh Gi¸p phôc - N÷ gîi c¶m	0	101	1723	
Tinh Gi¸p phôc - KiÒu n÷	0	101	1724	
Tinh kh¶i gi¸p - Nam tiªu chuÈn	0	100	1721	
Tinh kh¶i gi¸p - Nam kh«i ng«	0	100	1722	
Tinh kh¶i gi¸p - N÷ gîi c¶m	0	100	1723	
Tinh kh¶i gi¸p - KiÒu n÷	0	100	1724	
PhÊn Vò T­íng Qu©n LÖnh Phï - Nam tiªu chuÈn	0	102	1721	
PhÊn Vò T­íng Qu©n LÖnh Phï - Nam kh«i ng«	0	102	1722	
PhÊn Vò T­íng Qu©n LÖnh Phï - N÷ gîi c¶m	0	102	1723	
PhÊn Vò T­íng Qu©n LÖnh Phï - KiÒu n÷	0	102	1724	
PhÊn Vò T­íng Qu©n HiÖu Kú - Nam tiªu chuÈn	0	102	1725	
PhÊn Vò T­íng Qu©n HiÖu Kú - Nam kh«i ng«	0	102	1726	
PhÊn Vò T­íng Qu©n HiÖu Kú - N÷ gîi c¶m	0	102	1727	
PhÊn Vò T­íng Qu©n HiÖu Kú - KiÒu n÷	0	102	1728	
Xa Kþ T­íng Qu©n Th­êng - Nam tiªu chuÈn	0	100	1771	
Xa Kþ T­íng Qu©n Th­êng - Nam kh«i ng«	0	100	1772	
Xa Kþ T­íng Qu©n Th­êng - N÷ gîi c¶m	0	100	1773	
Xa Kþ T­íng Qu©n Th­êng - KiÒu n÷	0	100	1774	
Xa Kþ T­íng Qu©n Qu¸n - Nam tiªu chuÈn	0	103	1771	
Xa Kþ T­íng Qu©n Qu¸n - Nam kh«i ng«	0	103	1772	
Xa Kþ T­íng Qu©n Qu¸n - N÷ gîi c¶m	0	103	1773	
Xa Kþ T­íng Qu©n Qu¸n - KiÒu n÷	0	103	1774	
Xa Kþ T­íng Qu©n Th­¬ng - Nam tiªu chuÈn	0	6	1771	
Xa Kþ T­íng Qu©n Th­¬ng - Nam kh«i ng«	0	6	1772	
Xa Kþ T­íng Qu©n Th­¬ng - N÷ gîi c¶m	0	6	1773	
Xa Kþ T­íng Qu©n Th­¬ng - KiÒu n÷	0	6	1774	
Xa Kþ T­íng Qu©n Trang - Nam tiªu chuÈn	0	101	1771	
Xa Kþ T­íng Qu©n Trang - Nam kh«i ng«	0	101	1772	
Xa Kþ T­íng Qu©n Trang - N÷ gîi c¶m	0	101	1773	
Xa Kþ T­íng Qu©n Trang - KiÒu n÷	0	101	1774	
Xa Kþ T­íng Qu©n Béi - Nam tiªu chuÈn	0	102	1771	
Xa Kþ T­íng Qu©n Béi - Nam kh«i ng«	0	102	1772	
Xa Kþ T­íng Qu©n Béi - N÷ gîi c¶m	0	102	1773	
Xa Kþ T­íng Qu©n Béi - KiÒu n÷	0	102	1774	
Xa Kþ ChiÕn SÜ Th­êng - Nam tiªu chuÈn	0	100	1751	
Xa Kþ ChiÕn SÜ Th­êng - Nam kh«i ng«	0	100	1752	
Xa Kþ ChiÕn SÜ Th­êng - N÷ gîi c¶m	0	100	1753	
Xa Kþ ChiÕn SÜ Th­êng - KiÒu n÷	0	100	1754	
Xa Kþ ChiÕn SÜ Qu¸n - Nam tiªu chuÈn	0	103	1751	
Xa Kþ ChiÕn SÜ Qu¸n - Nam kh«i ng«	0	103	1752	
Xa Kþ ChiÕn SÜ Qu¸n - N÷ gîi c¶m	0	103	1753	
Xa Kþ ChiÕn SÜ Qu¸n - KiÒu n÷	0	103	1754	
Xa Kþ ChiÕn SÜ Th­¬ng - Nam tiªu chuÈn	0	6	1751	
Xa Kþ ChiÕn SÜ Th­¬ng - Nam kh«i ng«	0	6	1752	
Xa Kþ ChiÕn SÜ Th­¬ng - N÷ gîi c¶m	0	6	1753	
Xa Kþ ChiÕn SÜ Th­¬ng - KiÒu n÷	0	6	1754	
Xa Kþ ChiÕn SÜ Trang - Nam tiªu chuÈn	0	101	1751	
Xa Kþ ChiÕn SÜ Trang - Nam kh«i ng«	0	101	1752	
Xa Kþ ChiÕn SÜ Trang - N÷ gîi c¶m	0	101	1753	
Xa Kþ ChiÕn SÜ Trang - KiÒu n÷	0	101	1754	
Xa Kþ ChiÕn SÜ Béi - Nam tiªu chuÈn	0	102	1751	
Xa Kþ ChiÕn SÜ Béi - Nam kh«i ng«	0	102	1752	
Xa Kþ ChiÕn SÜ Béi - N÷ gîi c¶m	0	102	1753	
Xa Kþ ChiÕn SÜ Béi - KiÒu n÷	0	102	1754	
Nç Thñ cung - Nam tiªu chuÈn	0	4	1801	
Nç Thñ cung - Nam kh«i ng«	0	4	1802	
Nç Thñ cung - N÷ gîi c¶m	0	4	1803	
Nç Thñ cung - KiÒu n÷	0	4	1804	
Nç Thñ gi¸p - Nam tiªu chuÈn	0	100	1801	
Nç Thñ gi¸p - Nam kh«i ng«	0	100	1802	
Nç Thñ gi¸p - N÷ gîi c¶m	0	100	1803	
Nç Thñ gi¸p - KiÒu n÷	0	100	1804	
Nç Thñ kh«i - Nam tiªu chuÈn	0	103	1801	
Nç Thñ kh«i - Nam kh«i ng«	0	103	1802	
Nç Thñ kh«i - N÷ gîi c¶m	0	103	1803	
Nç Thñ kh«i - KiÒu n÷	0	103	1804	
Nç Thñ phôc - Nam tiªu chuÈn	0	101	1801	
Nç Thñ phôc - Nam kh«i ng«	0	101	1802	
Nç Thñ phôc - N÷ gîi c¶m	0	101	1803	
Nç Thñ phôc - KiÒu n÷	0	101	1804	
§« óy thiÕt gi¸p - Nam tiªu chuÈn	0	100	1811	
§« óy thiÕt gi¸p - Nam kh«i ng«	0	100	1812	
§« óy thiÕt gi¸p - N÷ gîi c¶m	0	100	1813	
§« óy thiÕt gi¸p - KiÒu n÷	0	100	1814	
§« óy kh«i - Nam tiªu chuÈn	0	103	1811	
§« óy kh«i - Nam kh«i ng«	0	103	1812	
§« óy kh«i - N÷ gîi c¶m	0	103	1813	
§« óy kh«i - KiÒu n÷	0	103	1814	
§« óy thiÕt phôc - Nam tiªu chuÈn	0	101	1811	
§« óy thiÕt phôc - Nam kh«i ng«	0	101	1812	
§« óy thiÕt phôc - N÷ gîi c¶m	0	101	1813	
§« óy thiÕt phôc - KiÒu n÷	0	101	1814	
§« óy cung - Nam tiªu chuÈn	0	4	1811	
§« óy cung - Nam kh«i ng«	0	4	1812	
§« óy cung - N÷ gîi c¶m	0	4	1813	
§« óy cung - KiÒu n÷	0	4	1814	
§« óy lÖnh - Nam tiªu chuÈn	0	102	1811	
§« óy lÖnh - Nam kh«i ng«	0	102	1812	
§« óy lÖnh - N÷ gîi c¶m	0	102	1813	
§« óy lÖnh - KiÒu n÷	0	102	1814	
Tinh Gi¸p kh«i - Nam tiªu chuÈn	0	103	1821	
Tinh Gi¸p kh«i - Nam kh«i ng«	0	103	1822	
Tinh Gi¸p kh«i - N÷ gîi c¶m	0	103	1823	
Tinh Gi¸p kh«i - KiÒu n÷	0	103	1824	
Tinh Gi¸p phôc - Nam tiªu chuÈn	0	101	1821	
Tinh Gi¸p phôc - Nam kh«i ng«	0	101	1822	
Tinh Gi¸p phôc - N÷ gîi c¶m	0	101	1823	
Tinh Gi¸p phôc - KiÒu n÷	0	101	1824	
Xuyªn gi¸p cung - Nam tiªu chuÈn	0	4	1821	
Xuyªn gi¸p cung - Nam kh«i ng«	0	4	1822	
Xuyªn gi¸p cung - N÷ gîi c¶m	0	4	1823	
Xuyªn gi¸p cung - KiÒu n÷	0	4	1824	
PhÊn Uy T­íng Qu©n kh¶i gi¸p - Nam tiªu chuÈn	0	100	1821	
PhÊn Uy T­íng Qu©n kh¶i gi¸p - Nam kh«i ng«	0	100	1822	
PhÊn Uy T­íng Qu©n kh¶i gi¸p - N÷ gîi c¶m	0	100	1823	
PhÊn Uy T­íng Qu©n kh¶i gi¸p - KiÒu n÷	0	100	1824	
PhÊn Oai T­íng Qu©n LÖnh Phï - Nam tiªu chuÈn	0	102	1821	
PhÊn Oai T­íng Qu©n LÖnh Phï - Nam kh«i ng«	0	102	1822	
PhÊn Oai T­íng Qu©n LÖnh Phï - N÷ gîi c¶m	0	102	1823	
