EnhanceID	SuccessRate	Item_Count	Item_G	Item_D	Item_P	Gem_Op	Gem_Socket	NeedMoney	Stuff_1_Need	Stuff_1_Count	Stuff_1_GDP	SampleItem_1	StuffName_1	Stuff_2_Need	Stuff_2_Count	Stuff_2_GDP	SampleItem_2	StuffName_2	Stuff_3_Need	Stuff_3_Count	Stuff_3_GDP	SampleItem_3	StuffName_3	Stuff_4_Need	Stuff_4_Count	Stuff_4_GDP	SampleItem_4	StuffName_4
1339	100	1	0	14	32437	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1340	100	1	0	14	32437	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1341	100	1	0	14	32437	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1342	100	1	0	2	32438	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1343	100	1	0	2	32438	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1344	100	1	0	2	32438	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1345	100	1	0	3	32439	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1346	100	1	0	3	32439	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1347	100	1	0	3	32439	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1348	100	1	0	8	32440	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1349	100	1	0	8	32440	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1350	100	1	0	8	32440	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1351	100	1	0	0	32441	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1352	100	1	0	0	32441	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1353	100	1	0	0	32441	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1354	100	1	0	1	32442	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1355	100	1	0	1	32442	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1356	100	1	0	1	32442	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1357	100	1	0	2	32443	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1358	100	1	0	2	32443	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1359	100	1	0	2	32443	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1360	100	1	0	10	32444	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1361	100	1	0	10	32444	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1362	100	1	0	10	32444	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1363	100	1	0	0	32445	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1364	100	1	0	0	32445	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1365	100	1	0	0	32445	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1366	100	1	0	5	32446	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1367	100	1	0	5	32446	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1368	100	1	0	5	32446	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1369	100	1	0	2	32447	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1370	100	1	0	2	32447	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1371	100	1	0	2	32447	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1372	100	1	0	9	32448	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1373	100	1	0	9	32448	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1374	100	1	0	9	32448	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1375	100	1	0	6	32449	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1376	100	1	0	6	32449	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1377	100	1	0	6	32449	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1378	100	1	0	4	32450	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1379	100	1	0	4	32450	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1380	100	1	0	4	32450	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1381	100	1	0	7	32451	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1382	100	1	0	7	32451	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1383	100	1	0	7	32451	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1384	100	1	0	11	32452	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1385	100	1	0	11	32452	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1386	100	1	0	11	32452	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1387	100	1	0	2	32453	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1388	100	1	0	2	32453	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1389	100	1	0	2	32453	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1390	100	1	0	3	32454	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1391	100	1	0	3	32454	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1392	100	1	0	3	32454	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1393	100	1	0	9	32455	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1394	100	1	0	9	32455	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1395	100	1	0	9	32455	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1396	100	1	0	11	32456	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1397	100	1	0	11	32456	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1398	100	1	0	11	32456	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1399	100	1	0	13	32457	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1400	100	1	0	13	32457	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1401	100	1	0	13	32457	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1402	100	1	0	12	32458	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1403	100	1	0	12	32458	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1404	100	1	0	12	32458	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1405	100	1	0	14	32459	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1406	100	1	0	14	32459	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1407	100	1	0	14	32459	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1408	100	1	0	2	32460	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1409	100	1	0	2	32460	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1410	100	1	0	2	32460	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1411	100	1	0	3	32461	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1412	100	1	0	3	32461	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1413	100	1	0	3	32461	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1414	100	1	0	8	32462	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1415	100	1	0	8	32462	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1416	100	1	0	8	32462	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1417	100	1	0	0	32463	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1418	100	1	0	0	32463	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1419	100	1	0	0	32463	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1420	100	1	0	1	32464	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1421	100	1	0	1	32464	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1422	100	1	0	1	32464	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1423	100	1	0	2	32465	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
1424	100	1	0	2	32465	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
1425	100	1	0	2	32465	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
1426	100	1	0	10	32466	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
