Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"Phßng ngù (Néi, ngo¹i)"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9698	10	10000	0	100						50233	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9699	10	10000	0	100						50234	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9700	10	10000	0	100						50235	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9701	10	10000	0	100						50236	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9702	10	10000	0	100						50237	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9703	10	10000	0	100						50238	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9704	10	10000	0	100						50239	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9705	10	10000	0	100						50240	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9706	10	10000	0	100						50241	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9707	10	10000	0	100						50242	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9708	10	10000	0	100						50243	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9709	10	10000	0	100						50244	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9710	10	10000	0	100						50245	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9711	10	10000	0	100						50246	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9712	10	10000	0	100						50247	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9713	10	10000	0	100						50248	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9714	10	10000	0	100						50249	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9715	10	10000	0	100						50250	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9716	10	10000	0	100						50251	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9717	10	10000	0	100						50252	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9718	10	10000	0	100						50253	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9719	10	10000	0	100						50254	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9720	10	10000	0	100						50255	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9721	10	10000	0	100						50256	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9722	10	10000	0	100						50257	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9723	10	10000	0	100						50258	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9724	10	10000	0	100						50259	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9725	10	10000	0	100						50260	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9726	10	10000	0	100						50261	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9727	10	10000	0	100						50262	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9728	10	10000	0	100						50263	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9729	10	10000	0	100						50264	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9730	10	10000	0	100						50265	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9731	10	10000	0	100						50266	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9732	10	10000	0	100						50267	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9733	10	10000	0	100						50268	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9734	10	10000	0	100						50269	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9735	10	10000	0	100						50270	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9736	10	10000	0	100						50271	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9737	10	10000	0	100						50272	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9738	10	10000	0	100						50273	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9739	10	10000	0	100						50274	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9740	10	10000	0	100						50275	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9741	10	10000	0	100						50276	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9742	10	10000	0	100						50277	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9743	10	10000	0	100						50278	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9744	10	10000	0	100						50279	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9745	10	10000	0	100						50280	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
