Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10889	10	10000	0	100						50656	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10890	10	10000	0	100						50657	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10891	10	10000	0	100						50658	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10892	10	10000	0	100						50659	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10893	10	10000	0	100						50660	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10894	10	10000	0	100						50661	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10895	10	10000	0	100						50662	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10896	10	10000	0	100						50663	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10897	10	10000	0	100						50664	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10898	10	10000	0	100						50665	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	10899	10	10000	0	100						50666	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10900	10	10000	0	100						50603	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10901	10	10000	0	100						50604	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10902	10	10000	0	100						50605	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10903	10	10000	0	100						50606	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10904	10	10000	0	100						50607	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10905	10	10000	0	100						50608	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10906	10	10000	0	100						50609	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10907	10	10000	0	100						50610	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10908	10	10000	0	100						50611	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10909	10	10000	0	100						50612	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10910	10	10000	0	100						50613	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10911	10	10000	0	100						50614	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10912	10	10000	0	100						50615	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10913	10	10000	0	100						50616	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10914	10	10000	0	100						50617	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10915	10	10000	0	100						50618	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10916	10	10000	0	100						50619	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10917	10	10000	0	100						50620	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10918	10	10000	0	100						50621	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10919	10	10000	0	100						50622	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10920	10	10000	0	100						50623	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10921	10	10000	0	100						50624	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10922	10	10000	0	100						50625	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10923	10	10000	0	100						50626	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10924	10	10000	0	100						50627	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10925	10	10000	0	100						50628	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10926	10	10000	0	100						50629	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10927	10	10000	0	100						50630	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10928	10	10000	0	100						50631	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10929	10	10000	0	100						50632	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10930	10	10000	0	100						50633	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10931	10	10000	0	100						50634	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10932	10	10000	0	100						50635	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10933	10	10000	0	100						50636	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10934	10	10000	0	100						50637	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10935	10	10000	0	100						50638	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10936	10	10000	0	100						50639	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10937	10	10000	0	100						50640	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10938	10	10000	0	100						50641	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
